DATETIMERECEIVEDUTC,DATETIMECOMPLETEDUTC,WORKORDERREFNO,OBJECTID,FACILITYID,INTID,COUNCILDISTRICT,SERVICERECORDID,SERVICECATEGORY,DATETIMERECEIVED,STATUS,DATETIMECOMPLETED,DETAILSUMMARY,LATITUDE,LONGITUDE,IMAGENAME,HYPERLINK,MYSANJOSEREFNO,LASTUPDATETHIRTYDAYS,LASTUPDATE,NOTES,ENTERPRISEID,GlobalID
2021-02-02 14:29:30 America/Los_Angeles,2021-02-04 12:00:00 America/Los_Angeles,WO-0000397976,1087,100628,100628,6,656308,Debris & Illegal Dumping,2021-02-02 06:29:30 America/Los_Angeles,Closed,1612440000000,,37.3270673,-121.9296893,,,210202-000443,2021-01-09 14:01:27 America/Los_Angeles,2021-02-08 22:01:35 America/Los_Angeles,On side street/ Forest Ave Large pile of dirt about the size of a sedan car,IWM-ILDM-0000100628,{9C281786-B85F-4C0B-A88F-D32571AE63B8}
2021-09-19 11:45:04 America/Los_Angeles,2021-09-21 12:22:00 America/Los_Angeles,WO-0000459491,1088,119701,119701,3,827297,Debris & Illegal Dumping,2021-09-19 04:45:04 America/Los_Angeles,Closed,1632230520000,2 General Debris,37.32493035,-121.87382783,,,210919-000134,2021-08-22 14:01:48 America/Los_Angeles,2021-09-21 21:01:59 America/Los_Angeles,On the corner of Bestor st and  s 7 th st,IWM-ILDM-0000119701,{90D4C561-62B0-490C-88FB-3597773C1348}
2020-09-05 00:39:09 America/Los_Angeles,2020-09-09 12:40:00 America/Los_Angeles,WO-0000365829,1089,91774,91774,10,596185,Debris & Illegal Dumping,2020-09-04 17:39:09 America/Los_Angeles,Closed,1599658800000,.2 General Debris,37.22535976,-121.87395317,,,200905-000003,2020-08-25 05:34:25 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,By Ontario Lane and Off San Tomas Aquini,IWM-ILDM-0000091774,{45571796-1413-407C-8477-F820B56F74B8}
2016-11-15 12:49:00 America/Los_Angeles,2016-11-17 07:51:47 America/Los_Angeles,WO-0000022751,1090,9490,9490,6,,Debris & Illegal Dumping,2016-11-15 04:49:00 America/Los_Angeles,Closed,1479369107000,7 Mattress,37.34334,-121.915632,,,,2020-08-25 05:33:37 America/Los_Angeles,2022-02-11 11:05:18 America/Los_Angeles,c/s Chestnut st- 3 mattresses- wood frames,IWM-ILDM-0000009490,{F1250D9E-894A-46A8-8806-3C277EFCB513}
2021-03-25 11:06:00 America/Los_Angeles,2021-03-25 11:07:00 America/Los_Angeles,WO-0000410500,1091,104480,104480,4,,Debris & Illegal Dumping,2021-03-25 04:06:00 America/Los_Angeles,Closed,1616674020000,"2 Garbage , 1 Shopping Cart",37.400976,-121.878713,,,,2021-02-23 07:05:46 America/Los_Angeles,2021-03-25 14:05:50 America/Los_Angeles,Cart with garbage,IWM-ILDM-0000104480,{B0D525CC-34D0-46B9-8FB9-91396BF07C11}
2019-06-10 05:42:00 America/Los_Angeles,2019-06-10 05:44:00 America/Los_Angeles,WO-0000231337,1092,57172,57172,7,,Debris & Illegal Dumping,2019-06-09 22:42:00 America/Los_Angeles,Closed,1560149040000,2 Garbage,37.331928,-121.835778,,,,2020-08-25 05:48:49 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Garbage bags,IWM-ILDM-0000057172,{670124D2-E492-4596-B469-B5CD65C1C592}
2022-07-19 10:54:54 America/Los_Angeles,2022-07-25 06:30:00 America/Los_Angeles,WO-0000519796,1093,137349,137349,7,1049194,Debris & Illegal Dumping,2022-07-19 03:54:54 America/Los_Angeles,Closed,1658734200000,,37.2962774,-121.8326194,,,220719-000402,2022-06-25 14:01:28 America/Los_Angeles,2022-07-25 21:01:31 America/Los_Angeles,"Wooden pallets, construction items, and other miscellaneous items can be found in front of the address given.",IWM-ILDM-0000137349,{9220444C-FDCA-4FAE-A03A-148FA1313A3C}
2021-06-29 18:11:16 America/Los_Angeles,2021-07-13 12:21:00 America/Los_Angeles,WO-0000437997,1094,113174,113174,3,759830,Debris & Illegal Dumping,2021-06-29 11:11:16 America/Los_Angeles,Closed,1626182460000,,37.32729252,-121.86975448,,,210629-000947,2021-06-13 14:01:46 America/Los_Angeles,2021-07-13 21:02:04 America/Los_Angeles,Chairs,IWM-ILDM-0000113174,{40180177-2E29-4EC0-A843-7C901E2F6B78}
2022-05-17 11:45:02 America/Los_Angeles,2022-05-17 13:05:43 America/Los_Angeles,WO-0000507523,1095,133622,133622,5,996405,Debris & Illegal Dumping,2022-05-17 04:45:02 America/Los_Angeles,Closed,1652796343000,,37.3631241,-121.8273114,,,220517-000454,2022-04-17 10:01:25 America/Los_Angeles,2022-05-17 17:01:26 America/Los_Angeles,LyndAle Ave.,IWM-ILDM-0000133622,{BA38EF44-C7DB-4DAE-AA0E-723FECFF47D4}
2021-05-23 18:31:16 America/Los_Angeles,2021-05-29 06:00:00 America/Los_Angeles,WO-0000426829,1096,109226,109226,3,729249,Debris & Illegal Dumping,2021-05-23 11:31:16 America/Los_Angeles,Closed,1622271600000,"1 Construction Debris , 1 Garbage , 1 General Debris , 3 Other Furniture",37.3330413,-121.8640664,,,210523-000327,2021-05-01 14:01:54 America/Los_Angeles,2021-05-31 21:02:03 America/Los_Angeles,Garbage,IWM-ILDM-0000109226,{9B7AC8C1-026E-4861-AA18-0F9396B12A2F}
2021-06-07 12:16:46 America/Los_Angeles,2021-06-21 12:00:00 America/Los_Angeles,WO-0000430991,1097,110762,110762,8,740476,Debris & Illegal Dumping,2021-06-07 05:16:46 America/Los_Angeles,Closed,1624280400000,"3 Garbage , 2 General Debris",37.34956539,-121.79239593,,,210607-000612,2021-05-22 14:01:22 America/Los_Angeles,2021-06-21 21:01:41 America/Los_Angeles,On Pleasant Knoll near Estate View,IWM-ILDM-0000110762,{3B2E3FB7-E093-4343-9B9C-6A67687BC186}
2016-02-24 07:24:00 America/Los_Angeles,2016-02-24 09:15:00 America/Los_Angeles,WO-0000006207,1098,2228,2228,3,,Debris & Illegal Dumping,2016-02-23 23:24:00 America/Los_Angeles,Closed,1456305300000,,37.34196,-121.88226,,,,2020-08-25 05:48:14 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,springs from mattress & toddler bed,IWM-ILDM-0000002228,{94B2A81C-EF92-4A7E-9EC5-86F0CCDC099B}
2022-04-28 09:10:00 America/Los_Angeles,2022-04-28 09:12:00 America/Los_Angeles,WO-0000503887,1099,132365,132365,5,,Debris & Illegal Dumping,2022-04-28 02:10:00 America/Los_Angeles,Closed,1651140720000,2 Garbage,37.364282,-121.827371,,,,2022-03-29 04:01:20 America/Los_Angeles,2022-04-28 11:01:22 America/Los_Angeles,Bags of garbage,IWM-ILDM-0000132365,{AA377A17-4425-4784-A5C8-62A0091425C0}
2021-09-14 08:25:37 America/Los_Angeles,2021-09-23 12:52:00 America/Los_Angeles,WO-0000458344,1100,119443,119443,5,823157,Debris & Illegal Dumping,2021-09-14 01:25:37 America/Los_Angeles,Closed,1632405120000,"4 Garbage , 1 General Debris",37.3515595,-121.8112641,,,210914-000185,2021-08-24 14:03:06 America/Los_Angeles,2021-09-23 21:03:15 America/Los_Angeles,Front of house by curb,IWM-ILDM-0000119443,{6349E3F7-AF46-4A51-BCD4-F33FFD4D3513}
2019-04-19 08:20:00 America/Los_Angeles,2019-04-19 08:22:00 America/Los_Angeles,WO-0000215364,1101,53496,53496,1,,Debris & Illegal Dumping,2019-04-19 01:20:00 America/Los_Angeles,Closed,1555665720000,"3 General Debris , 2 Other Furniture , 1 Shopping Cart",37.305187,-121.971479,,,,2020-08-25 05:43:03 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Chair shopping cart and desk general debris,IWM-ILDM-0000053496,{DAF288C0-5566-4EA9-A912-089466D5B073}
2021-09-12 18:49:59 America/Los_Angeles,2021-09-20 12:30:00 America/Los_Angeles,WO-0000457992,1102,119344,119344,2,821834,Debris & Illegal Dumping,2021-09-12 11:49:59 America/Los_Angeles,Closed,1632144600000,"1 Construction Debris , 2 E-waste, 11 Garbage , 3 General Debris , 1 Other Furniture , 2 TV Set",37.2787911,-121.8159804,,,210912-000319,2021-08-21 14:01:27 America/Los_Angeles,2021-09-20 21:01:35 America/Los_Angeles,Junk dumped and spread out along the sidewalk near Serenade and Symphony. In front of 603 on the other side with no driveway.,IWM-ILDM-0000119344,{7FF3F16B-43D5-41F5-843F-A9A1F7A6AA1A}
2019-08-15 05:11:22 America/Los_Angeles,2019-08-16 06:33:00 America/Los_Angeles,WO-0000253557,1103,61826,61826,6,380514,Debris & Illegal Dumping,2019-08-14 22:11:22 America/Los_Angeles,Closed,1565940780000,1 Other Furniture,37.32614149,-121.90798961,,,190815-000013,2020-08-25 05:44:20 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Pink desk in parkstrip,IWM-ILDM-0000061826,{3A4E74D4-CB2D-4ED3-8827-A50663F0013F}
2020-06-01 11:27:00 America/Los_Angeles,2020-06-01 13:04:00 America/Los_Angeles,WO-0000342449,1104,84193,84193,7,,Debris & Illegal Dumping,2020-06-01 04:27:00 America/Los_Angeles,Closed,1591020240000,,37.313432,-121.822432,,,,2020-08-25 05:34:09 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"3 MATTRESSES, CHAIR LEFT ON CURB",IWM-ILDM-0000084193,{1667C7F3-8897-49A6-8E19-F65C8A59A56C}
2022-04-14 11:23:06 America/Los_Angeles,2022-04-22 08:46:00 America/Los_Angeles,WO-0000501425,1105,131567,131567,3,972431,Debris & Illegal Dumping,2022-04-14 04:23:06 America/Los_Angeles,Closed,1650620760000,1 General Debris,37.34687271,-121.89305839,,,220414-000349,2022-03-23 14:01:43 America/Los_Angeles,2022-04-22 21:01:48 America/Los_Angeles,Corner 5th and Empire. Glass and wood,IWM-ILDM-0000131567,{AE302A12-E11B-446B-A859-BA5354954CE2}
2017-11-24 13:43:00 America/Los_Angeles,2017-11-28 14:55:57 America/Los_Angeles,WO-0000075948,1106,22417,22417,5,83313,Debris & Illegal Dumping,2017-11-24 05:43:00 America/Los_Angeles,Closed,1511880957000,,37.33758,-121.8266,,,171124-000111,2020-08-25 05:46:00 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Under a sign that says ""no illegal dumping."" I assume this trash is from all the RV's parked on the street that have been here for weeks.",IWM-ILDM-0000022417,{F709BF2A-8F61-429A-A373-FDAEC9D55E73}
2018-05-30 09:18:29 America/Los_Angeles,2018-05-31 14:25:00 America/Los_Angeles,WO-0000122338,1107,32705,32705,1,166719,Debris & Illegal Dumping,2018-05-30 02:18:29 America/Los_Angeles,Closed,1527780300000,1 Mattress,37.30748367,-121.97317505,,,180530-000178,2020-08-25 05:38:32 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattress,IWM-ILDM-0000032705,{03C12601-BC8D-43A0-95C0-9BE18E0F3A8D}
2021-10-19 08:27:38 America/Los_Angeles,2021-10-20 11:00:00 America/Los_Angeles,WO-0000465688,1108,121480,121480,7,849696,Debris & Illegal Dumping,2021-10-19 01:27:38 America/Los_Angeles,Closed,1634731200000,,37.2855922,-121.8297277,,,211019-000156,2021-09-20 04:01:06 America/Los_Angeles,2021-10-20 11:01:08 America/Los_Angeles,Richdale and Ezie,IWM-ILDM-0000121480,{7EA4417B-0611-4A3C-82D4-AB7C71EEE3FE}
2020-08-17 05:53:49 America/Los_Angeles,2020-08-17 09:42:58 America/Los_Angeles,WO-0000361797,1109,90520,90520,6,587450,Debris & Illegal Dumping,2020-08-16 22:53:49 America/Los_Angeles,Closed,1597660978000,1 Other E-waste,37.31984483,-121.89147417,,,200817-000011,2020-08-25 05:48:22 America/Los_Angeles,2022-02-11 11:05:18 America/Los_Angeles,Furniture blocking sidewalk,IWM-ILDM-0000090520,{0598A753-CE25-4294-9CD5-9D96106C1000}
2022-03-15 09:03:00 America/Los_Angeles,2022-03-15 10:00:00 America/Los_Angeles,WO-0000495357,1110,129554,129554,1,,Debris & Illegal Dumping,2022-03-15 02:03:00 America/Los_Angeles,Closed,1647342000000,,37.306594,-121.973216,,,,2022-02-13 04:01:29 America/Los_Angeles,2022-03-15 11:01:31 America/Los_Angeles,bed mattresses,IWM-ILDM-0000129554,{0827E8A8-2CDA-4818-A322-A2F0B9E5C80F}
2016-04-01 11:55:00 America/Los_Angeles,2016-04-01 13:44:00 America/Los_Angeles,WO-0000008947,1111,3286,3286,8,,Debris & Illegal Dumping,2016-04-01 04:55:00 America/Los_Angeles,Closed,1459521840000,,37.324793,-121.792732,,,,2020-08-25 05:41:24 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,4 bags of yw interfering with the bus pulling into the bus stop-,IWM-ILDM-0000003286,{B9C9494F-448B-4DBE-BED6-72D419AA827B}
2017-12-08 10:07:34 America/Los_Angeles,2017-12-08 10:34:57 America/Los_Angeles,WO-0000078818,1112,23078,23078,3,89904,Debris & Illegal Dumping,2017-12-08 02:07:34 America/Los_Angeles,Closed,1512729297000,1 Refrigerator,37.31489844,-121.87764821,,,171208-000137,2020-08-25 05:45:40 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Refirdgerator on sidewalk (WITH DOORS STILL ON IT).,IWM-ILDM-0000023078,{6A637C44-EE3A-4A02-A4C8-B919EE1B2ABE}
2022-02-16 07:24:00 America/Los_Angeles,2022-02-16 08:30:00 America/Los_Angeles,WO-0000490163,1113,128054,128054,7,,Debris & Illegal Dumping,2022-02-15 23:24:00 America/Los_Angeles,Closed,1645000200000,1 Other Furniture,37.307835,-121.822031,,,,2022-01-17 03:01:14 America/Los_Angeles,2022-02-16 11:01:16 America/Los_Angeles,General debris,IWM-ILDM-0000128054,{3E3AC5E5-6A11-4247-8DEB-48B35E5AABDE}
2020-03-09 05:13:44 America/Los_Angeles,2020-03-11 07:27:00 America/Los_Angeles,WO-0000320874,1114,77320,77320,5,493926,Debris & Illegal Dumping,2020-03-08 22:13:44 America/Los_Angeles,Closed,1583915220000,"3 Garbage , 2 General Debris",37.353281,-121.83715582,,,200309-000005,2020-08-25 05:34:10 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Summer St and Dobern Ave,IWM-ILDM-0000077320,{6BE6E863-8FAD-4716-89E9-D5B097A04082}
2019-08-25 01:28:38 America/Los_Angeles,2019-08-29 12:45:00 America/Los_Angeles,WO-0000256809,1115,62493,62493,5,386432,Debris & Illegal Dumping,2019-08-24 18:28:38 America/Los_Angeles,Closed,1567086300000,,37.35154331,-121.83007814,,,190825-000000,2020-08-25 05:36:34 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,4 weeks after 2 trees cut down tree cuttings are still on the street.,IWM-ILDM-0000062493,{06662867-B9B4-424C-A128-F9ED29A65FF5}
2021-08-06 13:18:00 America/Los_Angeles,2021-08-11 08:12:00 America/Los_Angeles,WO-0000449159,1116,117076,117076,7,,Debris & Illegal Dumping,2021-08-06 06:18:00 America/Los_Angeles,Closed,1628673120000,,37.318729,-121.822431,,,,2021-07-12 14:01:50 America/Los_Angeles,2021-08-11 21:02:09 America/Los_Angeles,"trash and debris, shopping carts, furniture and debris.",IWM-ILDM-0000117076,{591117B0-292D-433E-914A-CD542104EFBF}
2017-06-09 13:54:00 America/Los_Angeles,2017-06-13 04:00:00 America/Los_Angeles,WO-0000037611,1117,14670,14670,5,,Debris & Illegal Dumping,2017-06-09 06:54:00 America/Los_Angeles,Closed,1497330000000,2 Garbage,37.377515,-121.853271,,,,2020-08-25 05:35:28 America/Los_Angeles,2022-02-11 11:05:18 America/Los_Angeles,3 bags of garbage against wall,IWM-ILDM-0000014670,{1015244F-7059-41D4-B245-7DD334DD9370}
2017-06-18 06:21:00 America/Los_Angeles,2017-06-17 06:30:00 America/Los_Angeles,WO-0000038242,1118,14949,14949,1,,Debris & Illegal Dumping,2017-06-17 23:21:00 America/Los_Angeles,Closed,1497684600000,1 General Debris,37.316115,-121.959783,,,,2020-08-25 05:46:28 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Picked up bottles and cans. Complete.,IWM-ILDM-0000014949,{C5A1668A-9382-4F2C-BC6C-4B971A5A893D}
2016-06-28 07:41:00 America/Los_Angeles,2016-07-11 09:58:00 America/Los_Angeles,WO-0000014511,1119,5862,5862,3,,Debris & Illegal Dumping,2016-06-28 00:41:00 America/Los_Angeles,Closed,1468234680000,,37.36239,-121.877381,,,,2020-08-25 05:45:01 America/Los_Angeles,2022-02-11 11:05:18 America/Los_Angeles,c/s Timothy Dr-  1 matttress,IWM-ILDM-0000005862,{F04D7751-CA2A-40D9-B23C-5FCC67D566A8}
2020-07-28 14:38:58 America/Los_Angeles,2020-08-07 10:35:00 America/Los_Angeles,WO-0000357502,1120,89185,89185,3,578664,Debris & Illegal Dumping,2020-07-28 07:38:58 America/Los_Angeles,Closed,1596800100000,,37.33805905,-121.87663272,,,200728-000527,2020-08-25 05:41:50 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Couch at 215 S 12th st. Nearest cross street is E San Antonio,IWM-ILDM-0000089185,{B23F4A6A-B52D-4351-B7A3-15832CFFACFA}
2019-06-25 13:59:14 America/Los_Angeles,2019-06-26 11:55:00 America/Los_Angeles,WO-0000236731,1121,58302,58302,3,351731,Debris & Illegal Dumping,2019-06-25 06:59:14 America/Los_Angeles,Closed,1561553700000,"2 Garbage , 1 Universal Waste",37.35065448,-121.87880604,,,190625-000457,2020-08-25 05:39:12 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,There is illegally dumped trash on my neighbor's lawn next to my garage.,IWM-ILDM-0000058302,{DD4C5B0A-7860-43AE-8129-B4D4F7FBFD80}
2019-04-30 14:52:16 America/Los_Angeles,2019-05-10 07:49:00 America/Los_Angeles,WO-0000218777,1122,54272,54272,1,322002,Debris & Illegal Dumping,2019-04-30 07:52:16 America/Los_Angeles,Closed,1557478140000,,37.30583955,-121.97239682,,,190430-000520,2020-08-25 05:46:11 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Furniture,IWM-ILDM-0000054272,{185ACA64-1931-4471-A0C9-0D1873EDBCDA}
2017-09-10 12:58:00 America/Los_Angeles,2017-09-10 12:00:00 America/Los_Angeles,WO-0000057477,1123,18919,18919,2,,Debris & Illegal Dumping,2017-09-10 05:58:00 America/Los_Angeles,Closed,1505048400000,1 General Debris,37.2513862,-121.830907,,,,2020-08-25 05:38:03 America/Los_Angeles,2022-02-11 11:05:18 America/Los_Angeles,Glass in roadway.,IWM-ILDM-0000018919,{CB6F2EE3-D5BA-46D6-8970-C4AFC8D06E6C}
2018-01-09 13:20:45 America/Los_Angeles,2018-01-11 10:55:00 America/Los_Angeles,WO-0000085555,1124,24472,24472,5,103191,Debris & Illegal Dumping,2018-01-09 05:20:45 America/Los_Angeles,Closed,1515668100000,1 Mattress,37.35376,-121.8508,,,180109-000291,2020-08-25 05:40:12 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,More illegal dumping on Tierra Encantada Way,IWM-ILDM-0000024472,{F1213380-E189-404E-BEE3-6421995A15E1}
2018-06-27 11:23:00 America/Los_Angeles,2018-07-03 14:11:00 America/Los_Angeles,WO-0000130850,1125,34628,34628,3,,Debris & Illegal Dumping,2018-06-27 04:23:00 America/Los_Angeles,Closed,1530630660000,"2 Construction Debris , 12 Garbage , 13 General Debris , 12 Universal Waste , 12 Yard Waste",37.315169,-121.880105,,,,2020-08-25 05:46:17 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"mattresses, clothes",IWM-ILDM-0000034628,{A21E8F10-7D48-4917-9A87-87F7D216898E}
2017-12-27 12:14:00 America/Los_Angeles,2018-01-06 10:48:00 America/Los_Angeles,WO-0000082625,1126,23865,23865,7,,Debris & Illegal Dumping,2017-12-27 04:14:00 America/Los_Angeles,Closed,1515235680000,,37.32147,-121.836992,,,,2020-08-25 05:37:26 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Illegal dumping. 8 mattresses, head board, and drawer.",IWM-ILDM-0000023865,{E8FD2845-99F2-4272-891E-27B67116F616}
2020-07-18 08:08:05 America/Los_Angeles,2020-07-20 11:00:00 America/Los_Angeles,WO-0000354982,1127,88212,88212,3,574049,Debris & Illegal Dumping,2020-07-18 01:08:05 America/Los_Angeles,Closed,1595246400000,,37.34708061,-121.89183258,,,200718-000020,2020-08-25 05:41:52 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Just south of RR tracks in the street,IWM-ILDM-0000088212,{775594AD-37F7-4512-9D20-B83F26D60F0C}
2018-02-08 09:59:20 America/Los_Angeles,2018-02-10 11:37:00 America/Los_Angeles,WO-0000093946,1128,26303,26303,1,118601,Debris & Illegal Dumping,2018-02-08 01:59:20 America/Los_Angeles,Closed,1518262620000,4 Other Furniture,37.31414795,-121.95367432,,,180208-000133,2020-08-25 05:43:14 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Table,IWM-ILDM-0000026303,{11972D76-8C4B-4A07-8D64-30ADDB881B9C}
2019-06-08 08:18:00 America/Los_Angeles,2019-06-08 08:22:00 America/Los_Angeles,WO-0000230977,1129,57074,57074,3,,Debris & Illegal Dumping,2019-06-08 01:18:00 America/Los_Angeles,Closed,1559985720000,"16 Garbage , 2 General Debris , 2 Universal Waste , 2 Yard Waste",37.343392,-121.859048,,,,2020-08-25 05:47:58 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,16 bags of garbage dump,IWM-ILDM-0000057074,{FA6B97D0-6931-4C87-97A8-96D7E1880C53}
2022-03-29 07:41:26 America/Los_Angeles,2022-03-29 11:00:00 America/Los_Angeles,WO-0000498152,1130,130449,130449,9,960221,Debris & Illegal Dumping,2022-03-29 00:41:26 America/Los_Angeles,Closed,1648555200000,,37.25608737,-121.89456782,,,220329-000099,2022-02-27 04:01:36 America/Los_Angeles,2022-03-29 11:01:38 America/Los_Angeles,Tampico and Calle de Gilda. Looks like it was dumped last evening,IWM-ILDM-0000130449,{C9BF276F-3682-429F-8975-D15CFF58D411}
2020-01-06 08:34:46 America/Los_Angeles,2020-01-09 13:45:00 America/Los_Angeles,WO-0000297993,1131,71853,71853,5,457428,Debris & Illegal Dumping,2020-01-06 00:34:46 America/Los_Angeles,Closed,1578577500000,,37.33781039,-121.83936294,,,200106-000077,2020-08-25 05:41:19 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Junk,IWM-ILDM-0000071853,{E2A50F26-7B9F-4953-8A37-21ABFD819654}
2021-07-27 14:59:06 America/Los_Angeles,2021-07-27 19:30:00 America/Los_Angeles,WO-0000446360,1132,116018,116018,3,783341,Debris & Illegal Dumping,2021-07-27 07:59:06 America/Los_Angeles,Closed,1627417800000,,37.34786458,-121.88244462,,,210727-000899,2021-07-05 14:01:47 America/Los_Angeles,2021-08-04 21:02:05 America/Los_Angeles,On the sidewalk,IWM-ILDM-0000116018,{46DC8583-33EB-4660-967E-2ED4B4D61AE3}
2019-08-27 11:05:58 America/Los_Angeles,2019-08-29 09:53:00 America/Los_Angeles,WO-0000257649,1133,62667,62667,6,387839,Debris & Illegal Dumping,2019-08-27 04:05:58 America/Los_Angeles,Closed,1567075980000,,37.32170362,-121.91720031,,,190827-000349,2020-08-25 05:34:36 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,Mattress /sofa cushion,IWM-ILDM-0000062667,{678EED3D-CA15-4731-BEDF-9FD10B9DD8F1}
2021-12-07 05:46:51 America/Los_Angeles,2021-12-07 10:38:00 America/Los_Angeles,WO-0000475987,1134,124329,124329,5,884989,Debris & Illegal Dumping,2021-12-06 21:46:51 America/Los_Angeles,Closed,1638873480000,1 Garbage,37.36271994,-121.83086151,,,211207-000030,2021-11-07 03:01:18 America/Los_Angeles,2021-12-07 11:01:20 America/Los_Angeles,Nancy Ln,IWM-ILDM-0000124329,{DC4A5B0E-16D6-423C-9BC5-91E16ED88C64}
2019-12-06 11:01:37 America/Los_Angeles,2019-12-07 13:31:00 America/Los_Angeles,WO-0000289337,1135,69828,69828,5,442881,Debris & Illegal Dumping,2019-12-06 03:01:37 America/Los_Angeles,Closed,1575725460000,,37.35878086,-121.85123608,,,191206-000193,2020-08-25 05:37:35 America/Los_Angeles,2020-09-24 14:21:49 America/Los_Angeles,"Bag of garbages , car seat , tires",IWM-ILDM-0000069828,{86E7DA01-E2FC-44D6-A50D-5A5197C2C2CD}
